temps,coeur
0.0,0.3659768729940034
0.1,0.5779092747384121
0.2,0.41789119803806984
0.30000000000000004,0.8424581519010563
0.4,0.2867430644613619
0.5,0.8704540164289095
0.6000000000000001,0.8034080486572653
0.7000000000000001,0.387017393336349
0.8,0.6323260824762295
0.9,0.6877249873040823
1.0,0.5931461504254589
1.1,0.3489881708665741
1.2000000000000002,0.3033935101089892
1.3,0.2188274378213445
1.4000000000000001,0.3585204834762803
1.5,0.26022034159243923
1.6,0.36785655492858216
1.7000000000000002,0.2059280021520914
1.8,0.20450829751137545
1.9000000000000001,0.2844542988005522
2.0,0.3079170147112116
2.1,0.7097754370397084
2.2,0.6312887974447858
2.3000000000000003,0.9486595620254094
2.4000000000000004,0.22680103188503298
2.5,0.9160509859443715
2.6,0.24398506770662143
2.7,0.13065259311738675
2.8000000000000003,0.20236847159772609
2.9000000000000004,0.5082950401199013
3.0,0.23059439668350867
3.1,0.2649334278337212
3.2,0.7360841551746451
3.3000000000000003,0.04507934144252701
3.4000000000000004,0.5194834531050323
3.5,0.19643243671628074
3.6,0.4380074178900102
3.7,0.9121266947559002
3.8000000000000003,0.7814135170955482
3.9000000000000004,0.723802007522678
4.0,0.8970385436776617
4.1000000000000005,0.6007745085209337
4.2,0.9305235737797095
4.3,0.3283100310355864
4.4,0.17504006304490394
4.5,0.37549688651981583
4.6000000000000005,0.6522169656385391
4.7,0.41112178848283676
4.800000000000001,0.5875853027320201
4.9,0.18769407350431244
