temps,coeur
0.0,0.8720961164894104
0.1,0.41295302916139554
0.2,0.08770254932980814
0.30000000000000004,0.6592781805994078
0.4,0.5675444819537561
0.5,0.9350956151660841
0.6000000000000001,0.17030413982537507
0.7000000000000001,0.06843552750463044
0.8,0.6673863284173039
0.9,0.14614844146789296
1.0,0.8810342168276915
1.1,0.8727786418710476
1.2000000000000002,0.8108492406102933
1.3,0.06144157507909487
1.4000000000000001,0.2632187283653683
1.5,0.31099801753188416
1.6,0.18698630046763132
1.7000000000000002,0.142757325932246
1.8,0.870664510305483
1.9000000000000001,0.5564290568338567
2.0,0.0010323713441084958
2.1,0.0009476961835794828
2.2,0.3751106058019452
2.3000000000000003,0.315398052632999
2.4000000000000004,0.7519991874129328
2.5,0.9232824030368569
2.6,0.5982728618215492
2.7,0.03328254190580793
2.8000000000000003,0.9049364425615194
2.9000000000000004,0.354953555285357
3.0,0.2228086949375
3.1,0.3538564032307854
3.2,0.2666135974155789
3.3000000000000003,0.7125015480064418
3.4000000000000004,0.015300543909494757
3.5,0.40914977135222963
3.6,0.6393767277920523
3.7,0.27038480174009705
3.8000000000000003,0.7831219354459257
3.9000000000000004,0.2883796417579656
4.0,0.7832362111016598
4.1000000000000005,0.9192040640970256
4.2,0.26722652291127924
4.3,0.08150138468227053
4.4,0.831385390076651
4.5,0.1791446619975734
4.6000000000000005,0.47914985043115077
4.7,0.7228500372441835
4.800000000000001,0.7549018985694472
4.9,0.9227056823478555
