temps,coeur
0.0,0.8001411687972599
0.1,0.9741959412254972
0.2,0.7121228658416197
0.30000000000000004,0.2936156642886285
0.4,0.41581154506128726
0.5,0.11291142945443888
0.6000000000000001,0.20198442224502478
0.7000000000000001,0.8678980575979789
0.8,0.8399587924043364
0.9,0.4835239069076126
1.0,0.21738755133991317
1.1,0.9997701505467721
1.2000000000000002,0.592776206196899
1.3,0.5206683586426734
1.4000000000000001,0.17620649214316597
1.5,0.930214731562214
1.6,0.46804422899906084
1.7000000000000002,0.5885695459658392
1.8,0.8281010012674345
1.9000000000000001,0.3031837157674139
2.0,0.31943807781170386
2.1,0.6506659656503381
2.2,0.3238329635316455
2.3000000000000003,0.8710795622815485
2.4000000000000004,0.28272301627147667
2.5,0.6731633550742041
2.6,0.2326325882482545
2.7,0.763552277800932
2.8000000000000003,0.4203502572434764
2.9000000000000004,0.09480397397921514
3.0,0.5373040367889236
3.1,0.5677636300396396
3.2,0.21050449438001329
3.3000000000000003,0.6734388114363798
3.4000000000000004,0.23591675000545154
3.5,0.038436718766584166
3.6,0.7816919111535365
3.7,0.8838757188304909
3.8000000000000003,0.7612753890558643
3.9000000000000004,0.3045280001636054
4.0,0.4935356998208924
4.1000000000000005,0.5533397210733465
4.2,0.81404423575148
4.3,0.2078035966225117
4.4,0.890931720682414
4.5,0.16404066188545097
4.6000000000000005,0.5113087373728223
4.7,0.8571117224625742
4.800000000000001,0.22627364614844414
4.9,0.06411644731638444
